,Practice_Code,BNF_Code,BNF_Description,Items,Quantity,ADQ_Usage
3151,F85008,0503010ACAAAGAG,Darunavir_Tab 800mg,1,1,0.66666
3152,F85008,0503010U0AAACAC,Ritonavir_Tab 100mg,1,1,0.08333
3153,G85130,0503031B0AAACAC,Entecavir_Oral Soln 250mcg/5ml S/F,1,210,21.0
3154,C83020,0601021M0BGAAAM,Edicil_Tab 30mg M/R,1,56,10.5
3155,E81012,0601022B0BJABAV,Metabet SR_Tab 1000mg (Morningside),1,56,37.33333
3156,P92015,0601022B0BMABAS,Sukkarto SR_Tab 500mg,1,56,18.66666
3157,D81036,0601023ABAAAAAA,Liraglutide_Inj 6mg/ml 3ml PF Pen,3,3,135.0
3158,L81019,0601023ACBBAAAA,Onglyza_Tab 5mg,1,56,56.0
3159,E81029,0601023B0BBACAC,Actos_Tab 45mg,2,28,84.0
3160,P84039,0601023R0BCAAAA,Prandin_Tab 500mcg,1,30,3.33333
3161,C82109,0601023U0BBACAC,Starlix_Tab 180mg,1,28,28.0
3162,E82106,0601023V0BBABAB,Avandamet_Tab 2mg/500mg,1,14,7.0
3163,P92031,0601023X0BBAAAA,Januvia_Tab 100mg,1,28,28.0
3164,A83030,0602010M0BFACAP,Cytomel_Tab 25mcg,1,90,56.25
3165,C84001,0902012H0BBALAJ,Dioralyte Relief_Pdr Sach(Blkcurrant)S/F,1,20,5.0
3166,Y05107,0902012H0BCACAD,Electrolade_Pdr Sach 4g (Orange),1,8,2.0
3167,E82057,1001010ADAAACAC,Ibuprofen Lysine_Tab 400mg,2,84,55.99999
3168,Y00050,1001010AHAAAAAA,Celecoxib_Cap 100mg,1,60,30.0
3169,J81006,1001010APAAABAB,Ibuprofen Sod Dihydrate_Tab 400mg,1,48,15.99999
3170,C84039,1001010C0BBABAE,Voltarol_Tab E/C 50mg,1,54,27.0
3171,M88004,1001010J0AABMBM,Ibuprofen_Oral Susp 100mg/5ml Sach S/F,1,16,0.26666
3172,P92016,1001010J0AABQBQ,Ibuprofen_Cap Chble 100mg,1,24,1.99999
3173,M85063,1001010J0DHAAAD,Ibucalm_Tab 200mg,1,112,18.66666
3174,P81140,1001010P0BCAAAD,Naprosyn_Tab 250mg,1,56,18.66666
3175,Y00560,1103010AGBBAAAA,Oftaquix_Eye Dps 5mg/ml,1,5,0.1
3176,P92029,1202010M0AAACAC,Fluticasone Prop_Nsl Spy 50mcg (150 D),3,1,0.075
3177,L84075,0101010J0AAAAAA,Mag Trisil_Mix,1,400,13.33333
3178,P92020,0102000A0BBABAB,Spasmonal Fte_Cap 120mg,1,60,40.0
3179,F81128,0102000K0AAAAAA,Gppe Gel_Kolanticon S/F,1,500,12.5
3180,G83062,0102000N0BBACAB,Buscopan IBS Relief_Tab 10mg,1,40,5.0
3181,C84094,0102000T0BIAAAA,Apercap_Cap E/C 0.2ml,1,84,27.99999
3182,P92017,0102000Y0AAAFAF,Propantheline Brom_Tab 15mg,2,56,37.33333
3183,L81072,0103010D0AAAAAA,Cimetidine_Tab 200mg,1,30,7.5
3184,G82048,0103010D0BBABAB,Tagamet_Tab 400mg,1,56,28.0
3185,P92034,0103010H0AAABAB,Famotidine_Tab 40mg,1,28,28.0
3186,P92647,0103010T0BBAAAA,Zantac_Tab 150mg,2,60,60.0
3187,B86070,0103040M0AAAAAA,Misoprostol_Tab 200mcg,2,56,28.0
3188,P92016,0103050E0BBABAB,Nexium_Tab 40mg,3,56,336.0
3189,L81118,0103050E0BBADAE,Nexium_Gran Sach G/R 10mg,1,56,18.66666
3190,J81648,0103050P0AAAKAK,Omeprazole_Oral Soln 40mg/5ml,1,100,40.0
3191,G83004,0103050P0AABSBS,Omeprazole_Oral Soln 5mg/5ml,1,200,10.0
3192,P92035,0104020L0AAADAD,Loperamide HCl_Tab 2mg,1,90,22.5
3193,B81063,0104020L0BBAKAR,Imodium Instant Melts_Orodisper Tab 2mg,1,12,3.0
3194,P92026,0104020L0BIAAAD,Norimode_Tab 2mg,1,60,15.0
3195,E81027,0105010B0AAARAR,Mesalazine_Tab G/R 1.2g M/R,1,112,83.99999
3196,D81625,0105010B0BBAEAK,Asacol_Foam Aero Enem 1g/D 14g,1,2,17.5
3197,C84094,0105010B0BDAEAK,Salofalk_Foam Aero Enem 1g/D 14g,2,2,35.0
3198,K84019,0105010E0AAAPAP,Sulfasalazine_Oral Susp 250mg/5ml S/F,1,1000,25.0
3199,A83070,0105020E0BBAAAA,Predsol_Suppos 5mg,1,14,3.5
3200,L81068,0106010E0BKAAAH,Fybogel_H/Fbre Gran Eff Sach3.5g OrngS/F,1,60,30.0
3201,M88003,0106020J0AAADAD,Co-Danthrusate_Susp 50mg/60mg/5ml S/F,1,200,20.0
3202,P92017,0106020M0AAAPAP,Senna_Tab 15mg,3,56,168.0
3203,C88072,0106020P0AAAFAF,Sod Picosulf_Cap 2.5mg,1,50,12.5
3204,P92637,0106040M0BGADAB,CosmoCol_Paed Oral Pdr Sach 6.9g,1,30,15.0
3205,D81073,0106040R0AAAFAF,Sod Cit_Comp Enem NPF,1,12,12.0
3206,C84013,0106040R0BDAAAF,Micolette_Enem 5ml,1,24,24.0
3207,P92042,0202010B0AAACAC,Bendroflumethiazide_Tab 5mg,3,28,168.0
3208,M83089,0202010B0BBAAAB,Aprinox_Tab 2.5mg,1,56,56.0
3209,Y02886,0202010P0BHAAAD,Tensaid XL_Tab 1.5mg,1,28,16.8
3210,M83725,0202030C0BFAAAS,Amilamont_Oral Soln 5mg/5ml S/F,1,150,15.0
3211,J81076,0202030S0AAEDED,Spironol_Oral Susp 10mg/5ml,1,125,10.0
3212,C81106,0203020D0AAAUAU,Amiodarone HCl_Oral Soln 100mg/5ml,2,200,40.0
3213,G82704,0203020I0BBAAAD,Tambocor_Tab 100mg,1,180,90.0
3214,P92021,0204000E0AAAGAG,Atenolol_Tab 25mg,21,56,391.99998
3215,P92021,0204000I0AAAEAE,Labetalol HCl_Tab 400mg,1,168,112.0
3216,P92019,0204000K0AAACAC,Metoprolol Tart_Tab 100mg,1,56,37.33333
3217,Y00057,0204000K0AABMBM,Metoprolol Tart_Oral Soln 50mg/5ml,1,150,10.0
3218,J82099,0204000M0AAAFAF,Nadolol_Oral Soln 30mg/5ml,1,90,4.5
3219,H85656,0204000N0AAABAB,Oxprenolol HCl_Tab 20mg,1,56,7.0
3220,P92019,0204000R0AAAHAH,Propranolol HCl_Tab 10mg,1,21,1.74999
3221,L81052,0204000R0BDACAB,Bedranol S.R._Cap 160mg (Sandoz),1,112,149.33333
3222,K84040,0204000T0BCAAAC,Sotacor_Tab 80mg,4,14,28.0
3223,M84004,0205020M0AAAAAA,Moxonidine_Tab 200mcg,8,28,149.33331
3224,J81041,0205040D0BDAAAA,Doxadura_Tab 1mg,3,56,42.0
3225,F85652,0205040D0BEAAAQ,Slocinx XL_Tab 4mg,2,180,360.0
3226,F86650,0205040S0AAADAD,Prazosin HCl_Tab 2mg,2,112,89.6
3227,P92615,0205040V0AAACAC,Terazosin HCl_Tab 5mg,1,56,56.0
3228,G81088,0205051ABAAAAAA,Perindopril/Indapamide_Tab 5mg/1.25mg,1,30,30.0
3229,H85116,0205051F0AACDCD,Captopril_Liq Spec 3mg/5ml,1,200,2.4
3230,E81060,0205051H0AAAAAA,Enalapril/Hydchloroth_Tab 20mg/12.5mg,2,56,112.0
3231,M85108,0205051I0BBABAB,Innovace_Tab 5mg,1,56,28.0
3232,P92607,0205051K0BBABAB,Zestoretic 10_Tab,2,28,56.0
3233,L82618,0205051L0BBABAB,Zestril_Tab 5mg,1,28,14.0
3234,M85005,0205051S0BBAAAA,Triapin_Tab 2.5mg/2.5mg M/R,1,28,28.0
3235,P92605,0205051U0AAACAC,Trandolapril_Cap 2mg,4,56,224.0
3236,P92021,0205052I0AAABAB,Irbesartan_Tab 150mg,1,28,28.0
3237,H81006,0205052N0AAAAAA,Losartan Pot_Tab 25mg,10,56,280.0
3238,E82072,0205052N0AAAJAJ,Losartan Pot_Oral Susp 50mg/5ml,1,150,30.0
3239,L81669,0205052Q0BBACAC,Micardis_Tab 20mg,1,56,28.0
3240,H81089,0205052V0AAAJAJ,Valsartan_Oral Soln 3mg/ml,1,320,12.0
3241,P92028,0206020C0AAAJAJ,Diltiazem HCl_Cap 60mg M/R,1,56,18.66666
3242,P92619,0206020C0BIAAAU,Slozem 120_Cap 120mg,1,28,18.66666
3243,P88007,0206020C0BRAAAJ,Bi-Carzem SR_Cap 60mg,2,56,37.33333
3244,D81603,0206020F0BJACAD,Parmid XL_Tab 2.5mg,1,28,14.0
3245,P92605,0206020F0BKABAC,Cardioplen XL_Tab 10mg,1,56,112.0
3246,E81037,0206020F0BLAAAB,Neofel XL_Tab 5mg,1,56,56.0
3247,J81045,0206020Q0BBABAB,Cardene_Cap 30mg,1,168,84.0
3248,A82055,0206020R0AAAXAX,Nifedipine_Tab 40mg M/R,2,30,79.99999
3249,L83137,0206020R0AABQBQ,Nifedipine_Oral Susp 10mg/5ml,1,100,6.66666
3250,P92015,0206020R0BGADBF,Coracten XL_Cap 60mg,1,56,112.0
3251,D81023,0206020R0CBACAE,Nifedipress MR 10_Tab 10mg (Teva UK),1,28,9.33333
3252,D81014,0206020T0AAAKAK,Verapamil HCl_Cap 240mg M/R,1,28,28.0
3253,P92035,0206030N0AAAAAA,Nicorandil_Tab 10mg,1,120,30.0
3254,K84013,0209000L0AAAMAM,Dipyridamole_Cap 200mg M/R,2,60,60.0
3255,C84001,0209000L0BBAFAM,Persantin Ret_Cap 200mg (Boehringer),1,60,30.0
3256,E81014,0209000V0BBAAAA,Asasantin Ret_Cap,1,120,60.0
3257,J81051,021200010AAAAAA,Ciprofibrate_Tab 100mg,2,28,56.0
3258,F81649,0212000ABBFAAAA,Nebbaro_Cap 1000mg,1,7,7.0
3259,G83037,0212000ACBBAAAA,Inegy_Tab 10mg/20mg,2,28,56.0
3260,M85079,0212000K0AAAAAA,Colestipol HCl_Gran Sach 0.2% 5g S/F,1,60,0.006
3261,P92021,0212000P0AAAEAE,Fenofibrate_Tab 160mg (Micronised),2,14,14.93333
3262,A84006,0212000X0AAAKAK,Pravastatin Sod_Liq Spec 5mg/5ml,1,150,4.99999
3263,P92021,0212000Y0AAABAB,Simvastatin_Tab 20mg,5,7,23.33333
3264,P92023,0301011B0AAAAAA,Bambuterol HCl_Tab 10mg,1,28,14.0
3265,P92003,0301011E0AAABAB,Formoterol Fumar_Pdr For Inh 6mcg (60 D),3,1,45.0
3266,P92007,0301011E0AAADAD,Formoterol Fumar_Inh 12mcg (100D) CFF,4,1,200.0
3267,P92615,0301011E0AAAEAE,Formoterol Fumar_Pdr For Inh 12mcg(120D),1,1,60.0
3268,E82133,0301011R0AAAPAP,Salbutamol_Inha 100mcg (200 D) CFF,50,2,5000.0
3269,P92026,0301011R0AABUBU,Salbutamol_Inha B/A 100mcg (200 D) CFF,19,1,950.0
3270,P87040,0301011R0BIAHAP,Salamol_Inha 100mcg (200 D) CFF (Arrow),2,1,100.0
3271,B85058,0301011R0BWAABZ,Easyhaler_Salbutamol Sulf 100mcg (200D),2,1,100.0
3272,M86014,0301011U0BEAAAH,Neovent_Inha 25mcg (120 D) CFF,1,1,30.0
3273,E82082,0301030B0BFABAR,Norphyllin Sr_Tab 225mg,1,56,28.0
3274,P92023,0301030S0BKABAM,Uniphyllin Continus_Tab 200mg,2,112,112.0
3275,P92016,0302000C0BJAEBG,Qvar 50 E-Breathe_Inha 50mcg (200 D),2,1,100.0
3276,L81027,0302000K0AAAKAK,Budesonide_Pdr For Inh 100mcg (200 D),1,2,100.0
3277,P92034,0302000K0AAAVAV,Budesonide_Pdr For Inh 200mcg (100D)+Dev,1,1,50.0
3278,C84013,0302000K0BBAGAI,Pulmicort_Respule 500mcg/ml 2ml Ud,1,55,36.66666
3279,P92042,0302000K0BHABAU,DuoResp Spiromax_Inh 320mcg/9mcg (60 D),1,2,60.0
3280,P92016,0302000N0AAATAT,Fluticasone Prop_Pdr For Inh 250mcg(60D),1,1,75.0
3281,P92630,0302000N0BBATAT,Flixotide_Accuhaler 250mcg (60 D),1,1,75.0
3282,L81034,0302000N0BBAWAW,Flixotide_Nebules 2mg/2ml Ud,1,60,60.0
3283,K84041,0302000N0BBAZBC,Flixotide_Evohaler 250mcg (120 D),1,1,150.0
3284,L81049,0302000N0BGACBG,AirFluSal_Inh 250mcg/25mcg (120D),1,2,60.0
3285,C84094,0302000N0BIAABF,Sereflo_Inh 125mcg/25mcg (120D),2,1,60.0
3286,P92635,0304010A0BCAAAA,Benadryl_Allergy Relief Cap 8mg,1,48,15.99999
3287,P92016,0304010ABAAADAD,Desloratadine_Oral Soln 2.5mg/5ml S/F,1,100,10.0
3288,E82043,0304010AGAAABAB,Ketotifen Fumar_Elix 1mg/5ml S/F,4,300,120.0
3289,L81071,0304010G0AAABAB,Chlorphenamine Mal_Oral Soln 2mg/5ml,2,150,9.99998
3290,J81059,0304010I0AAAAAA,Cetirizine HCl_Tab 10mg,2,120,240.0
3291,P92634,0304010I0BBADAB,Zirtek_Allergy Soln 1mg/1ml S/F,1,400,40.0
3292,G82112,0401010B0AAAQAQ,Chloral Hydrate_Suppos 500mg,1,36,18.0
3293,J81039,0401010B0AABSBS,Chloral Hydrate_Oral Soln 500mg/5ml,1,600,60.0
3294,F81038,0401010D0AAACAC,Clomethi Edisilate_Soln 157.5mg/5ml S/F,1,150,15.0
3295,L81045,0401010Z0AAAAAA,Zopiclone_Tab 7.5mg,11,7,77.0
3296,P92642,0401010Z0AAACAC,Zopiclone_Tab 3.75mg,1,56,28.0
3297,J81004,0401010Z0AAAKAK,Zopiclone_Oral Susp 3.75mg/5ml,1,150,15.0
3298,C84101,0401010Z0BBABAC,Zimovane LS_Tab 3.75mg,2,14,14.0
3299,P92026,0401020K0AAAIAI,Diazepam_Tab 5mg,4,28,56.0
3300,P92019,040201060AAADAD,Olanzapine_Tab 2.5mg,4,7,7.0
3301,E84025,040201060BBACAC,Zyprexa_Tab 10mg,1,56,56.0
3302,G83046,040201060BBAEAE,Zyprexa_Velotab 5mg,2,28,28.0
3303,E81024,040201060BBAFAF,Zyprexa_Velotab 10mg,1,28,28.0
3304,B81008,0402010ABAABFBF,Quetiapine_Oral Susp 20mg/ml S/F,1,300,20.0
3305,L81075,0402010ABBBACAC,Seroquel_Tab 100mg,4,14,18.66666
3306,A88002,0402010ABBGABAW,Atrolak XL_Tab 200mg,1,14,9.33333
3307,P92016,0402010ABBHADAX,Zaluron XL_Tab 300mg,1,56,56.0
3308,P92008,0402010ABBIAAAV,Biquelle XL_Tab 50mg,2,30,9.99998
3309,P92016,0402010D0AAAKAK,Chlorpromazine HCl_Tab 100mg,2,56,37.33333
3310,K82008,0402010I0AAABAB,Fluphenazine HCl_Tab 1mg,1,200,20.0
3311,M85063,0402010J0AAAMAM,Haloperidol_Tab 20mg,1,28,70.0
3312,M88001,0402010J0BEAAAA,Serenace_Cap 500mcg,8,21,10.5
3313,C84024,0402010T0AAACAC,Zuclopenth HCl_Tab 25mg,1,100,83.33333
3314,E81012,0402010T0BBAAAA,Clopixol_Tab 2mg,1,200,13.33333
3315,C84008,0402010U0BBAAAH,Dolmatil_Tab 200mg,1,200,50.0
3316,F82022,0402010W0AAAHAH,Thioridazine_Tab 100mg,1,300,99.99999
3317,F83008,0402020AAAAAAAA,Risperidone_Inj Pdr 25mg Vl + Dil,3,2,49.99999
3318,P92026,0402020G0AAABAB,Flupentixol Decan_Inj 100mg/ml 1ml Amp,2,4,200.0
3319,P92626,0402020G0AAAHAH,Flupentixol Decan_Inj 100mg/ml 0.5ml Amp,1,4,50.0
3320,K83079,0403010B0AAAFAF,Amitriptyline HCl_Oral Soln 50mg/5ml S/F,1,150,19.99999
3321,P92017,0403010B0AAAIAI,Amitriptyline HCl_Tab 50mg,20,28,373.33332
3322,M87037,0403010F0BBAFAG,Anafranil Sr_Tab 75mg,1,84,84.0
3323,M85011,0403010J0AAA7A7,Dosulepin HCl_Liq Spec 75mg/5ml,1,150,30.0
3324,D81028,0403010R0AAAAAA,Lofepramine HCl_Tab 70mg,2,112,112.0
3325,P92024,0403010V0AAAEAE,Nortriptyline_Tab 25mg,1,84,27.99999
3326,J81041,0403010X0BBAAAA,Molipaxin_Cap 50mg,2,56,37.33332
3327,J81021,0403030E0BDAAAA,Oxactin_Cap 20mg,1,30,30.0
3328,E81074,0403030L0AAAAAA,Fluvoxamine Mal_Tab 50mg,1,30,15.0
3329,P92019,0403030Q0BBABAB,Lustral_Tab 100mg,1,56,112.0
3330,P92637,0403030X0BBABAB,Cipralex_Tab 20mg,1,56,112.0
3331,A89009,0403040S0BBADAI,Optimax_Cap 500mg,1,336,55.99999
3332,P92023,0403040W0AAAEAE,Venlafaxine_Cap 150mg M/R,2,28,84.0
3333,J81059,0403040W0BIABAK,ViePax XL_Tab 150mg,1,56,84.0
3334,P92026,0403040W0BRACAS,Venlablue XL_Cap 37.5mg,1,28,10.5
3335,C84013,0403040W0BZABAJ,Venladex XL_Tab 75mg,1,28,21.0
3336,P92014,0403040X0AAAMAM,Mirtazapine_Orodisper Tab 45mg,3,28,126.0
3337,D81064,0403040Y0BCAAAA,Duciltia_Cap G/R 30mg,1,28,14.0
3338,C84057,0406000B0BBAAAA,Serc-8_Tab 8mg,1,84,21.0
3339,P92020,0406000P0AAAEAE,Metoclopramide HCl_Tab 10mg,1,112,37.33333
3340,M85088,0406000S0AAAHAH,Ondansetron HCl_Suppos 16mg,1,2,2.0
3341,L81025,0406000S0AAALAL,Ondansetron HCl_Orodisper Tab 8mg,1,10,5.0
3342,P92020,0406000T0AAAKAK,Prochlpzine Mal_Tab Buccal 3mg,1,8,2.66666
3343,P92026,0407010F0AAABAB,Co-Codamol_Cap 8mg/500mg,1,100,16.66666
3344,P92021,0407010H0AAAWAW,Paracet_Oral Susp Paed 120mg/5ml S/F,1,200,1.6
3345,G85015,0407010H0CDACCB,Alvedon_Paed Suppos 250mg,1,10,0.83333
3346,E84040,0407010N0AAAAAA,Co-Dydramol_Tab 10mg/500mg,1,200,33.33333
3347,P92016,0407010N0AAAIAI,Paracet/Dihydrocodeine_Tab 500mg/30mg,2,224,112.0
3348,P92034,040702040AAANAN,Tramadol HCl_Tab 400mg M/R,1,30,60.0
3349,L81073,040702040BBAGAD,Zydol XL_Tab 150mg,1,30,22.5
3350,B86017,040702040BSACAE,Tilodol SR_Tab 200mg,4,14,56.0
3351,C83026,040702040BWAAAC,Brimisol PR_Tab 100mg,1,120,60.0
3352,D81008,040702050AAADAD,Hydromorphone HCl_Cap 2.6mg,2,112,48.53333
3353,L81085,040702050BBAAAE,Palladone_Cap 1.3mg,1,56,6.06666
3354,P92030,0407020A0BFACAF,Mezolar Matrix_TransdermalPatch 50mcg/hr,4,10,133.33332
3355,C84013,0407020A0BFADAG,Mezolar Matrix_TransdermalPatch 75mcg/hr,1,10,33.33333
3356,F81119,0407020A0BRACAG,Opiodur_T/Derm Patch 75mcg/hr (Pfizer),1,10,33.33333
3357,P92026,0407020ADAAARAR,Oxycodone HCl_Tab 30mg M/R,2,56,56.0
3358,M85011,0407020ADBDABAF,Carexil_Tab 10mg M/R,1,56,9.33333
3359,P92023,0407020ADBEACAG,Longtec_Tab 20mg M/R,1,3,0.99999
3360,Y02378,0407020ADBEAGAS,Longtec_Tab 15mg M/R,2,112,56.0
3361,B87005,0407020ADBJAFAN,Shortec_Inj 50mg/ml 1ml Amp,1,20,11.11111
3362,D81035,0407020ADBKAFAS,Reltebon_Tab 15mg M/R,1,56,14.0
3363,G84023,0407020ADBMAAAK,Abtard_Tab 5mg M/R,1,56,4.66666
3364,P91032,0407020ADBMACAS,Abtard_Tab 15mg M/R,1,28,7.0
3365,D82019,0407020ADBMAFAR,Abtard_Tab 30mg M/R,2,56,56.0
3366,D82007,0407020ADBMAGAQ,Abtard_Tab 60mg M/R,1,28,28.0
3367,P92011,0407020B0AAAGAG,Buprenorphine_Patch 70mcg/hr (96hr),1,16,48.0
3368,P92031,0407020B0BEABAI,BuTrans_Transdermal Patch 10mcg/hr,1,4,12.0
3369,P92017,0407020B0BEACAJ,BuTrans_Transdermal Patch 20mcg/hr,2,4,24.0
3370,G83053,0407020B0BMAAAH,Sevodyne_Transdermal Patch 5mcg/hr,1,4,12.0
3371,D81035,0407020B0BRABAI,Busiete_Transdermal Patch 10mcg/hr,1,4,12.0
3372,C84094,0407020K0AAAEAE,Diamorph HCl_Inj 30mg Amp,1,5,5.0
3373,Y00898,0407020K0AADXDX,Diamorph HCl_Liq Spec 100mg/5ml,1,140,93.33333
3374,Y05757,0407020K0AAEFEF,Diamorph HCl_Inj 5mg Vl (Dry),1,5,0.83333
3375,D81611,0407020Q0AAACAC,Morph Sulf_Inj 15mg/1ml Amp,1,168,84.0
3376,L81085,0407020Q0AACQCQ,Morph Sulf_Suppos 10mg,1,12,3.99999
3377,L81047,0407020Q0AADUDU,Morph Sulf_Cap 90mg M/R,1,56,50.4
3378,K84025,0407020Q0AAEBEB,Morph Sulf_Cap 100mg M/R,1,56,56.0
3379,C82642,0407020Q0AAFDFD,Morph Sulf_Liq Spec 500mcg/5ml,1,300,0.3
3380,D81008,0407020Q0BIADDV,MXL_Cap 120mg,1,28,33.6
3381,G83002,0407020T0AAAAAA,Pentazocine HCl_Cap 50mg,1,56,28.0
3382,D81039,0407020V0AAACAC,Pethidine HCl_Tab 50mg,2,50,25.0
3383,Y03597,0407041B0BBAAAA,Almogran_Tab 12.5mg,1,18,18.0
3384,P92042,0407041R0AAABAB,Rizatriptan_Tab 10mg,2,12,24.0
3385,L81131,040801020AAAAAA,Valproic Acid_Cap E/C 150mg,1,56,7.0
3386,P92033,0408010A0BBADAH,Keppra_Oral Soln 100mg/ml,2,300,39.99998
3387,M81070,0408010A0BDAAAK,Desitrend_Gran Sach 250mg,1,168,28.0
3388,P92033,0408010AEAAAGAG,Pregabalin_Cap 300mg,4,14,56.0
3389,P92016,0408010AEBBAHAI,Lyrica_Cap 225mg,1,112,84.0
3390,M86041,0408010AEBCAGAI,Rewisca_Cap 225mg,1,56,42.0
3391,D81034,0408010AEBDAEAE,Lecaent_Cap 150mg,2,56,56.0
3392,P92642,0408010C0BBACAD,Tegretol_Tab 400mg,2,56,56.0
3393,P92019,0408010F0AACRCR,Clonazepam_Oral Soln 2mg/5ml S/F,1,150,15.0
3394,P81770,0408010G0AAAWAW,Gabapentin_Liq Spec 200mg/5ml,1,300,9.99999
3395,F81215,0408010G0BBAEAK,Neurontin_Tab 800mg,1,200,133.33333
3396,Y01051,0408010H0AAAAAA,Lamotrigine_Tab 100mg,4,28,56.0
3397,G82071,0408010H0BBAKBJ,Lamictal_Tab Disper 2mg,1,60,0.6
3398,G83065,0408010N0AACPCP,Phenobarb_Liq Spec 75mg/5ml,2,400,133.33333
3399,L83078,0408010Q0AAAYAY,Phenytoin_Sod Oral Soln 90mg/5ml,3,500,100.0
3400,L85031,0408010W0BIABBQ,Episenta_Cap 150mg M/R,1,100,12.5
3401,Y04957,0408010X0AAAAAA,Vigabatrin_Tab 500mg,1,56,14.0
3402,P92003,0409010H0AAAAAA,Ropinirole HCl_Tab 250mcg,5,56,11.66665
3403,P92019,0409010H0BCAAAH,Adartrel_Tab 500mcg,1,56,4.66666
3404,L81013,0409010H0BCACAC,Adartrel_Tab 2mg,1,56,18.66666
3405,L81071,0409010H0BDAAAK,Spiroco XL_Tab 2mg,4,7,9.33333
3406,L81079,0409010H0BGACAM,Raponer XL_Tab 8mg,1,56,74.66666
3407,L81049,0409010N0BEAAAG,Caramet CR_Tab 25mg/100mg,1,56,28.0
3408,E82005,0409010N0BFABAE,Lecado_Tab 200mg/50mg M/R,1,30,15.0
3409,P89020,0409010P0AAACAC,Pergolide Mesil_Tab 1mg,1,84,27.99999
3410,P88625,0409010S0BBAAAA,Tasmar_Tab 100mg,1,84,27.99999
3411,C84001,0409010U0AAABAB,Cabergoline_Tab 2mg,1,20,40.0
3412,H85009,0409010U0BBAAAA,Cabaser_Tab 1mg,6,20,120.0
3413,L82041,0409010W0BBAGAG,Mirapexin_Tab 1.05mg M/R,1,60,25.2
3414,D81025,0409010X0AAAAAA,L-Dopa/C-Dopa/Entacap_Tab50/12.5/200mg,4,21,21.0
3415,J81030,0409010X0AAADAD,L-Dopa/C-Dopa/Entacap_Tab200/50/200mg,1,60,15.0
3416,D81011,0409010X0BBAAAA,Stalevo_Tab 50mg/12.5mg/200mg,1,200,50.0
3417,P92010,0409010X0BBAFAF,Stalevo_Tab 125mg/31.25mg/200mg,2,112,56.0
3418,P92024,0409010Y0BBAAAA,Azilect_Tab 1mg,1,28,28.0
3419,P92010,0409010Z0AAAFAF,Rotigotine_Transdermal Patch 1mg/24hrs,2,28,56.0
3420,Y02893,0409010Z0BBAAAA,Neupro_Transdermal Patch 2mg/24hrs,1,28,28.0
3421,G83057,0409010Z0BBADAD,Neupro_Transdermal Patch 8mg/24hrs,1,28,28.0
3422,H81083,0409020C0AAALAL,Trihexyphenidyl HCl_Liq Spec 2mg/5ml,1,200,20.0
3423,P92033,0409030P0AAABAB,Piracetam_Tab 800mg,1,168,55.99999
3424,P91026,0409030P0BBAAAA,Nootropil_Oral Soln 333.3mg/1ml (33%),1,300,41.6625
3425,P92017,0411000E0AAACAC,Rivastigmine_Cap 4.5mg,1,28,21.0
3426,P92019,0411000E0AAAGAG,Rivastigmine_TransdermalPatch9.5mg/24hrs,2,30,60.0
3427,E81030,0411000E0AAAHAH,Rivastigmine_Oral Soln 2mg/1ml,1,120,39.99999
3428,J81034,0411000F0BBAHAG,Reminyl XL_Cap 24mg P/R,1,28,42.0
3429,Y02624,0411000F0BCAAAE,Galsya XL_Cap 8mg,2,28,28.0
3430,L81049,0411000F0BFACAG,Gatalin XL_Cap 24mg,1,28,42.0
3431,P92020,0411000G0AAADAD,Memantine HCl_Tab 20mg,3,28,84.0
3432,D81034,0411000G0AAAFAF,Memantine HCl_Orodisper Tab 10mg S/F,4,28,56.0
3433,P92034,0501011P0AAAFAF,Phenoxymethylpenicillin_Soln 250mg/5ml,2,200,20.0
3434,P92017,0501011P0AAAJAJ,Phenoxymethylpenicillin Pot_Tab 250mg,4,112,112.0
3435,Y00328,0501013B0BCAAAA,Amoxil_Cap 250mg,1,15,4.99999
3436,Y00862,0501013B0BCAFAT,Amoxil SF_Pdr For Syr 250mg/5ml,1,200,13.33333
3437,F81121,0501021L0BCABAB,Keflex_Cap 500mg,1,21,10.5
3438,A85020,0501030I0AAAAAA,Doxycycline Hyclate_Cap 50mg,1,56,28.0
3439,P92031,0501030P0AAAAAA,Minocycline HCl_Tab 50mg,1,28,14.0
3440,J83031,0501030T0AAAJAJ,Oxytetracycline_Tab 250mg,1,56,14.0
3441,G84016,0501050B0BBAHAH,Klaricid Paed_Oral Susp 250mg/5ml,1,70,7.0
3442,D82010,0501050B0BHAAAE,Xetinin XL_Tab 500mg,1,30,30.0
3443,J81633,0501050C0BCAAAK,Erymax_Cap E/C 250mg,1,28,7.0
3444,P92016,0501050H0AAALAL,Erythromycin_Ethylsuc Susp 125mg/5ml S/F,2,200,10.0
3445,L81033,0501060D0AAAAAA,Clindamycin HCl_Cap 75mg,1,56,7.0
3446,Y04031,0501090K0AABIBI,Isoniazid_Oral Susp 50mg/5ml,1,252,8.39999
3447,M85107,0501120P0BBACAB,Tarivid 400_Tab 400mg,1,14,14.0
3448,C84001,0501130R0AAAAAA,Nitrofurantoin_Cap 50mg,1,84,21.0
3449,G85024,0503010Q0AAADAD,Lamivudine_Tab 100mg,1,56,18.66666
3450,E81635,0503021E0AAADAD,Famciclovir_Tab 500mg,1,14,9.33333
3451,P92017,0601021A0AAAAAA,Glimepiride_Tab 2mg,4,28,112.0
